latitude,longitude,target_speed,way_maxspeed,speed_osrm,elevation,azimuth_diff,elevation_diff,,,,,
50.51882726,14.97320015,9.808839179,50,11.45770782,236,0.518321846,0,,,,,
50.51883624,14.97320076,9.912481075,50,11.4702692,236,0,0,,,,,
50.51884522,14.97320136,10.01612297,50,11.48283057,236,0,0,,,,,
50.51885421,14.97320197,10.11976487,50,11.49539195,236,0,0,,,,,
50.51886319,14.97320257,10.22340676,50,11.50795332,236,0,0,,,,,
50.51887217,14.97320317,10.32704866,50,11.5205147,236,0,0,,,,,
50.51888115,14.97320378,10.43069055,50,11.53307607,236,0,0,,,,,
50.51889013,14.97320438,10.53433245,50,11.54563745,236,0,0,,,,,
50.51889911,14.97320499,10.63797435,50,11.55819882,236,0,0,,,,,
50.51890809,14.97320559,10.74161624,50,11.5707602,236,0,0,,,,,
50.51891707,14.9732062,10.84525814,50,11.58332157,236,0,0,,,,,
50.51892606,14.9732068,10.94890003,50,11.59588295,236,0,0,,,,,
50.51893504,14.97320732,11.05254193,50,11.53618742,236.0539261,0.501032893,0.053926122,,,,,
50.51894402,14.9732078,11.15618383,50,11.44126285,236.1341441,0,0.080217946,,,,,
50.51895301,14.97320829,11.25982572,50,11.34633828,236.214362,0,0.080217946,,,,,
50.51896199,14.97320877,11.36346762,50,11.25141371,236.29458,0,0.080217946,,,,,
50.51897098,14.97320925,11.46710951,50,11.15648914,236.3747979,0,0.080217946,,,,,
50.51897996,14.97320973,11.57075141,50,11.06156457,236.4550159,0,0.080217946,,,,,
50.51898895,14.97321021,11.67439331,50,10.96664,236.5352338,0,0.080217946,,,,,
50.51899793,14.97321069,11.7780352,50,10.87171543,236.6154517,0,0.080217946,,,,,
50.51900692,14.97321117,11.8816771,50,10.77679087,236.6956697,0,0.080217946,,,,,
50.5190159,14.97321166,11.98531899,50,10.6818663,236.7758876,0,0.080217946,,,,,
50.51902488,14.97321214,12.08896089,50,10.58694173,236.8561056,0,0.080217946,,,,,
50.51903387,14.97321262,12.19260278,50,10.49201716,236.9363235,0,0.080217946,,,,,
50.51904285,14.97321312,12.29624468,50,10.43172467,237,0.418354849,0.06367647,,,,,
50.51905183,14.9732137,12.39988658,50,10.50474848,237,0,0,,,,,
50.51906082,14.97321429,12.50352847,50,10.5777723,237,0,0,,,,,
50.5190698,14.97321487,12.60717037,50,10.65079612,237,0,0,,,,,
50.51907878,14.97321546,12.71081226,50,10.72381994,237,0,0,,,,,
50.51908776,14.97321604,12.81445416,50,10.79684376,237,0,0,,,,,
50.51909674,14.97321663,12.91809606,50,10.86986758,237,0,0,,,,,
50.51910573,14.97321721,13.02173795,50,10.9428914,237,0,0,,,,,
50.51911471,14.97321779,13.12537985,50,11.01591522,237,0,0,,,,,
50.51912369,14.97321838,13.22902174,50,11.08893903,237,0,0,,,,,
50.51913267,14.97321896,13.33266364,50,11.16196285,237,0,0,,,,,
50.51914165,14.97321955,13.43630554,50,11.23498667,237,0,0,,,,,
50.51915064,14.97322013,13.53994743,50,11.30801049,237,0,0,,,,,
50.51915962,14.97322071,13.64358933,50,11.38103431,237,0,0,,,,,
50.5191686,14.97322127,13.69823452,50,11.42966049,237,0.208573122,0,,,,,
50.51917758,14.97322181,13.7061881,50,11.45503683,237,0,0,,,,,
50.51918657,14.97322234,13.71414167,50,11.48041318,237,0,0,,,,,
50.51919555,14.97322287,13.72209525,50,11.50578952,237,0,0,,,,,
50.51920453,14.9732234,13.73004883,50,11.53116587,237,0,0,,,,,
50.51921352,14.97322394,13.7380024,50,11.55654221,237,0,0,,,,,
50.5192225,14.97322447,13.74595598,50,11.58191856,237,0,0,,,,,
50.51923148,14.973225,13.75390955,50,11.6072949,237,0,0,,,,,
50.51924047,14.97322554,13.76186313,50,11.63267124,237,0,0,,,,,
50.51924945,14.97322607,13.76981671,50,11.65804759,237,0,0,,,,,
50.51925843,14.9732266,13.77777028,50,11.68342393,237,0,0,,,,,
50.51926742,14.97322713,13.78572386,50,11.70880028,237,0,0,,,,,
